,symbol,date,open,high,low,close,volume,adj_close,prev_day_diff,50_day_moving_avg,10_day_volatility,s&p_index_open,s&p_index_high,s&p_index_low,s&p_index_close,s&p_index_volume,s&p_index_adj_close
36,AA,1962-02-21,0.00986315917691,0.00998952374443,0.00996010057307,0.00992472969965,136000,0.000415703284114,0.00499,0.603072,0.016595,70.660004,70.970001,70.120003,70.32,3310000.0,70.32
37,AA,1962-02-23,0.00992478419545,0.00990815501514,0.0100016146043,0.00998639383223,174400,0.000418285934771,0.003744,0.603159,0.018467,70.32,70.57,69.730003,70.160004,3230000.0,70.160004
38,AA,1962-02-26,0.00998644866662,0.00992850745148,0.00991858654188,0.0100275035827,198400,0.000420007701875,0.002496,0.603306,0.018218,70.160004,70.330002,69.440002,69.760002,2910000.0,69.760002
39,AA,1962-02-27,0.0100275586428,0.00996917130809,0.0101261158614,0.0100275035827,67200,0.000420007701875,0.0,0.603445,0.015348,69.760002,70.32,69.480003,69.889999,3110000.0,69.889999
40,AA,1962-02-28,0.0100275586428,0.010131946853,0.010043087799,0.00994528408174,115200,0.000416564167667,-0.004992,0.603456,0.008734,69.889999,70.419998,69.57,69.959999,3030000.0,69.959999
41,AA,1962-03-01,0.0099453386904,0.0102540185019,0.0100016146043,0.01031515052,179200,0.000432055932742,0.022458,0.604001,0.026451,69.959999,70.599998,69.760002,70.199997,2960000.0,70.199997
42,AA,1962-03-02,0.0103152071595,0.0103760901507,0.0104165915705,0.0104178849506,100800,0.000436358970882,0.006238,0.604666,0.026825,70.160004,70.160004,69.75,70.160004,2980000.0,70.160004
43,AA,1962-03-05,0.0104179421543,0.0104778103398,0.0105203363101,0.0105617281455,136000,0.000442384465937,0.008735,0.605499,0.029696,70.160004,70.480003,69.650002,70.010002,3020000.0,70.010002
44,AA,1962-03-06,0.0105823416202,0.0105795295522,0.0106863515985,0.0106644625761,182400,0.000446687504076,0.006238,0.606433,0.029945,70.010002,70.239998,69.459999,69.779999,2870000.0,69.779999
45,AA,1962-03-07,0.0106645211337,0.0106202334484,0.0107278646336,0.010623392278,110400,0.000444967116593,-0.002494,0.607273,0.02271,69.779999,70.07,69.370003,69.690002,2890000.0,69.690002
